SEXE,REG_NAF,data_type,category,NB_POSTES,REMU_TOT_ANNU
H,05_C,taille_entreprise,E,1828159,45686
H,06_F,taille_entreprise,E,880977,37414
H,08_G,taille_entreprise,E,1312588,39550
H,09_H,taille_entreprise,E,905409,37125
H,10_I,taille_entreprise,E,344128,28233
H,11_J,taille_entreprise,E,533584,59640
H,12_K,taille_entreprise,E,302013,78623
H,13_L,taille_entreprise,E,76725,46670
H,14_M,taille_entreprise,E,642003,58747
H,15_N,taille_entreprise,E,922173,32145
H,17_O,taille_entreprise,E,46347,39520
H,18_P,taille_entreprise,E,30353,34423
H,19_Q,taille_entreprise,E,379215,29039
H,20_R,taille_entreprise,E,101018,47637
H,21_S,taille_entreprise,E,118268,33350
E,04_BDE,taille_entreprise,E1000,206571,53874
E,04_BDE,taille_entreprise,E10_49,38754,34478
E,04_BDE,taille_entreprise,E250_499,23086,40330
E,04_BDE,taille_entreprise,E500_999,17187,43131
E,04_BDE,taille_entreprise,E50_249,54447,38108
E,05_C,taille_entreprise,E1000,674596,55692
E,05_C,taille_entreprise,E10_49,548678,32674
E,05_C,taille_entreprise,E250_499,331450,45705
E,05_C,taille_entreprise,E500_999,242828,48671
E,05_C,taille_entreprise,E50_249,672389,39471
E,06_F,taille_entreprise,E1000,181627,42693
E,06_F,taille_entreprise,E10_49,441775,34237
E,06_F,taille_entreprise,E250_499,76548,43459
E,06_F,taille_entreprise,E500_999,77365,40865
E,06_F,taille_entreprise,E50_249,205917,37326
E,08_G,taille_entreprise,E1000,680193,33841
E,08_G,taille_entreprise,E10_49,732142,34468
E,08_G,taille_entreprise,E250_499,210915,36537
E,08_G,taille_entreprise,E500_999,194868,40904
E,08_G,taille_entreprise,E50_249,621949,37516
E,09_H,taille_entreprise,E1000,697856,40200
E,09_H,taille_entreprise,E10_49,166273,31113
E,09_H,taille_entreprise,E250_499,92579,35527
E,09_H,taille_entreprise,E500_999,91297,35289
E,09_H,taille_entreprise,E50_249,241035,31546
E,10_I,taille_entreprise,E1000,136505,26802
E,10_I,taille_entreprise,E10_49,348888,27117
E,10_I,taille_entreprise,E250_499,19767,32884
E,10_I,taille_entreprise,E500_999,31781,29584
E,10_I,taille_entreprise,E50_249,140131,20748
E,11_J,taille_entreprise,E1000,303478,59498
E,11_J,taille_entreprise,E10_49,165899,49695
E,11_J,taille_entreprise,E250_499,59763,61335
E,11_J,taille_entreprise,E500_999,68906,58564
E,11_J,taille_entreprise,E50_249,193275,57511
E,12_K,taille_entreprise,E1000,487312,58424
E,12_K,taille_entreprise,E10_49,77951,59662
E,12_K,taille_entreprise,E250_499,40904,71496
E,12_K,taille_entreprise,E500_999,64865,77581
E,12_K,taille_entreprise,E50_249,69775,82045
E,13_L,taille_entreprise,E1000,23472,39580
E,13_L,taille_entreprise,E10_49,42144,39351
E,13_L,taille_entreprise,E250_499,22701,47059
E,13_L,taille_entreprise,E500_999,25534,36487
E,13_L,taille_entreprise,E50_249,66222,44496
E,14_M,taille_entreprise,E1000,299368,57835
E,14_M,taille_entreprise,E10_49,390007,44908
E,14_M,taille_entreprise,E250_499,91064,71343
E,14_M,taille_entreprise,E500_999,123882,56648
E,14_M,taille_entreprise,E50_249,267733,53494
E,15_N,taille_entreprise,E1000,617767,28607
E,15_N,taille_entreprise,E10_49,413189,27910
E,15_N,taille_entreprise,E250_499,167897,27879
E,15_N,taille_entreprise,E500_999,165796,30324
E,15_N,taille_entreprise,E50_249,456351,30497
E,17_O,taille_entreprise,E1000,89496,37083
E,17_O,taille_entreprise,E10_49,26552,29200
E,17_O,taille_entreprise,E250_499,58999,35157
E,17_O,taille_entreprise,E500_999,45183,35390
E,17_O,taille_entreprise,E50_249,25915,34102
E,18_P,taille_entreprise,E1000,4010,43140
E,18_P,taille_entreprise,E10_49,37853,31668
E,18_P,taille_entreprise,E250_499,3615,29285
E,18_P,taille_entreprise,E500_999,2598,42039
E,18_P,taille_entreprise,E50_249,19085,27652
E,19_Q,taille_entreprise,E1000,474101,27680
E,19_Q,taille_entreprise,E10_49,353430,24801
E,19_Q,taille_entreprise,E250_499,218073,26843
E,19_Q,taille_entreprise,E500_999,205417,27935
E,19_Q,taille_entreprise,E50_249,461757,28873
E,20_R,taille_entreprise,E1000,20528,64081
E,20_R,taille_entreprise,E10_49,102821,28549
E,20_R,taille_entreprise,E250_499,11247,49251
E,20_R,taille_entreprise,E500_999,5836,72121
E,20_R,taille_entreprise,E50_249,45634,49621
E,21_S,taille_entreprise,E1000,39143,29376
E,21_S,taille_entreprise,E10_49,129405,28169
E,21_S,taille_entreprise,E250_499,15567,34281
E,21_S,taille_entreprise,E500_999,11197,31051
E,21_S,taille_entreprise,E50_249,75509,32768
E,04_BDE,taille_entreprise,E,340045,47679
E,05_C,taille_entreprise,E,2469940,44127
E,06_F,taille_entreprise,E,983233,37688
E,08_G,taille_entreprise,E,2440067,35768
E,09_H,taille_entreprise,E,1289040,36678
E,10_I,taille_entreprise,E,677072,26020
E,11_J,taille_entreprise,E,791321,57014
E,12_K,taille_entreprise,E,740808,63179
E,13_L,taille_entreprise,E,180073,41836
E,14_M,taille_entreprise,E,1172054,53458
E,15_N,taille_entreprise,E,1820998,29012
E,17_O,taille_entreprise,E,246145,35146
E,18_P,taille_entreprise,E,67162,31485
E,19_Q,taille_entreprise,E,1712778,27331
E,20_R,taille_entreprise,E,186066,40242
E,21_S,taille_entreprise,E,270820,30096
